1997-01-00|Thu 27-Mar-1997 7:40 PM (6:40 PM) Att:35802 Venue: M.C.G.|Melbourne won by 15 pts
1997-01-01|Sat 29-Mar-1997 2:10 PM (1:10 PM) Att:51883 Venue: M.C.G.|Collingwood won by 79 pts
1997-01-02|Sat 29-Mar-1997 2:10 PM (1:10 PM) Att:8664 Venue: Princes Park|Fremantle won by 4 pts
1997-01-03|Sat 29-Mar-1997 7:40 PM (6:40 PM) Att:35732 Venue: Waverley Park|Hawthorn won by 6 pts
1997-01-04|Sat 29-Mar-1997 6:40 PM (8:40 PM) Att:29965 Venue: Subiaco|West Coast won by 41 pts
1997-01-05|Sun 30-Mar-1997 1:40 PM (2:10 PM) Att:36602 Venue: Football Park|Adelaide won by 36 pts
1997-01-06|Sun 30-Mar-1997 2:10 PM Att:48358 Venue: M.C.G.|Richmond won by 9 pts
1997-01-07|Mon 31-Mar-1997 2:10 PM Att:82363 Venue: M.C.G.|Essendon won by 7 pts
1997-02-00|Fri 04-Apr-1997 7:40 PM Att:61138 Venue: M.C.G.|Collingwood won by 107 pts
1997-02-01|Sat 05-Apr-1997 2:10 PM Att:32880 Venue: M.C.G.|Richmond won by 28 pts
1997-02-02|Sat 05-Apr-1997 2:10 PM Att:12604 Venue: Princes Park|Western Bulldogs won by 7 pts
1997-02-03|Sat 05-Apr-1997 2:10 PM Att:17988 Venue: Kardinia Park|Geelong won by 6 pts
1997-02-04|Sun 06-Apr-1997 2:45 PM Att:17123 Venue: Gabba|Brisbane Lions won by 97 pts
1997-02-05|Sun 06-Apr-1997 3:10 PM (3:40 PM) Att:32747 Venue: Football Park|Essendon won by 33 pts
1997-02-06|Sun 06-Apr-1997 2:10 PM (4:10 PM) Att:19057 Venue: Subiaco|Fremantle won by 14 pts
1997-02-07|Mon 07-Apr-1997 7:40 PM Att:38170 Venue: M.C.G.|North Melbourne won by 26 pts
1997-03-00|Fri 11-Apr-1997 7:40 PM Att:23598 Venue: S.C.G.|Sydney won by 8 pts
1997-03-01|Sat 12-Apr-1997 2:10 PM Att:54699 Venue: Waverley Park|St Kilda won by 7 pts
1997-03-02|Sat 12-Apr-1997 2:10 PM Att:35438 Venue: M.C.G.|Western Bulldogs won by 19 pts
1997-03-03|Sat 12-Apr-1997 8:40 PM (9:10 PM) Att:32074 Venue: Football Park|Port Adelaide won by 39 pts
1997-03-04|Sun 13-Apr-1997 2:10 PM Att:25966 Venue: Princes Park|Carlton won by 28 pts
1997-03-05|Sun 13-Apr-1997 2:10 PM Att:57978 Venue: M.C.G.|Essendon won by 42 pts
1997-03-06|Sun 13-Apr-1997 2:10 PM Att:27947 Venue: Waverley Park|Hawthorn won by 12 pts
1997-03-07|Sun 13-Apr-1997 2:10 PM (4:10 PM) Att:39294 Venue: Subiaco|West Coast won by 40 pts
1997-04-00|Fri 18-Apr-1997 7:40 PM Att:28043 Venue: M.C.G.|Western Bulldogs won by 2 pts
1997-04-01|Sat 19-Apr-1997 2:10 PM Att:78704 Venue: M.C.G.|Carlton won by 17 pts
1997-04-02|Sat 19-Apr-1997 2:10 PM Att:15461 Venue: Princes Park|Richmond won by 5 pts
1997-04-03|Sat 19-Apr-1997 7:40 PM Att:35061 Venue: Waverley Park|Sydney won by 46 pts
1997-04-04|Sat 19-Apr-1997 6:40 PM (8:40 PM) Att:38222 Venue: Subiaco|West Coast won by 24 pts
1997-04-05|Sun 20-Apr-1997 2:10 PM Att:54922 Venue: M.C.G.|Geelong won by 7 pts
1997-04-06|Sun 20-Apr-1997 2:45 PM Att:18575 Venue: Gabba|Brisbane Lions won by 26 pts
1997-04-07|Sun 20-Apr-1997 3:10 PM (3:40 PM) Att:47256 Venue: Football Park|Port Adelaide won by 11 pts
1997-05-00|Fri 25-Apr-1997 2:10 PM Att:83271 Venue: M.C.G.|Collingwood won by 29 pts
1997-05-01|Fri 25-Apr-1997 6:45 PM (8:45 PM) Att:23504 Venue: Subiaco|Fremantle won by 6 pts
1997-05-02|Sat 26-Apr-1997 2:10 PM Att:12694 Venue: Princes Park|Adelaide won by 50 pts
1997-05-03|Sat 26-Apr-1997 2:10 PM Att:19655 Venue: M.C.G.|West Coast won by 48 pts
1997-05-04|Sat 26-Apr-1997 7:40 PM Att:37576 Venue: Waverley Park|Hawthorn won by 25 pts
1997-05-05|Sun 27-Apr-1997 2:10 PM Att:25801 Venue: Princes Park|Geelong won by 8 pts
1997-05-06|Sun 27-Apr-1997 2:10 PM Att:44449 Venue: M.C.G.|North Melbourne won by 95 pts
1997-05-07|Sun 27-Apr-1997 2:10 PM (2:40 PM) Att:31757 Venue: Football Park|Port Adelaide won by 2 pts
1997-06-00|Fri 02-May-1997 6:40 PM (8:40 PM) Att:29838 Venue: W.A.C.A.|Western Bulldogs won by 14 pts
1997-06-01|Sat 03-May-1997 2:10 PM Att:24663 Venue: Victoria Park|Collingwood won by 1 pt
1997-06-02|Sat 03-May-1997 2:10 PM Att:37642 Venue: M.C.G.|Essendon won by 31 pts
1997-06-03|Sat 03-May-1997 2:10 PM Att:16467 Venue: Kardinia Park|Geelong won by 54 pts
1997-06-04|Sat 03-May-1997 7:40 PM Att:38953 Venue: Waverley Park|North Melbourne won by 10 pts
1997-06-05|Sun 04-May-1997 2:10 PM Att:21104 Venue: Waverley Park|St Kilda won by 86 pts
1997-06-06|Sun 04-May-1997 2:45 PM Att:37933 Venue: S.C.G.|Sydney won by 59 pts
1997-06-07|Sun 04-May-1997 3:10 PM (3:40 PM) Att:36090 Venue: Football Park|Port Adelaide won by 64 pts
1997-07-00|Fri 09-May-1997 7:40 PM Att:54901 Venue: M.C.G.|Collingwood won by 43 pts
1997-07-01|Sat 10-May-1997 2:10 PM Att:48833 Venue: M.C.G.|Carlton won by 22 pts
1997-07-02|Sat 10-May-1997 2:10 PM Att:18860 Venue: Princes Park|Western Bulldogs won by 45 pts
1997-07-03|Sat 10-May-1997 2:10 PM Att:22151 Venue: Kardinia Park|Geelong won by 32 pts
1997-07-04|Sat 10-May-1997 7:40 PM Att:17752 Venue: Waverley Park|St Kilda won by 65 pts
1997-07-05|Sat 10-May-1997 6:40 PM (8:40 PM) Att:18198 Venue: W.A.C.A.|Fremantle won by 55 pts
1997-07-06|Sun 11-May-1997 2:45 PM Att:17524 Venue: Gabba|West Coast won by 79 pts
1997-07-07|Sun 11-May-1997 3:10 PM (3:40 PM) Att:39275 Venue: Football Park|Adelaide won by 53 pts
1997-08-00|Fri 16-May-1997 7:40 PM Att:61014 Venue: M.C.G.|Collingwood won by 46 pts
1997-08-01|Sat 17-May-1997 2:10 PM Att:28989 Venue: M.C.G.|Geelong won by 79 pts
1997-08-02|Sat 17-May-1997 2:10 PM Att:13056 Venue: Princes Park|North Melbourne won by 28 pts
1997-08-03|Sat 17-May-1997 8:10 PM (8:40 PM) Att:40147 Venue: Football Park|Adelaide won by 89 pts
1997-08-04|Sun 18-May-1997 2:10 PM Att:29783 Venue: Princes Park|Carlton won by 25 pts
1997-08-05|Sun 18-May-1997 2:10 PM Att:51928 Venue: M.C.G.|St Kilda won by 24 pts
1997-08-06|Sun 18-May-1997 2:10 PM (4:10 PM) Att:14721 Venue: Subiaco|Fremantle won by 5 pts
1997-08-07|Mon 19-May-1997 7:40 PM Att:26721 Venue: M.C.G.|Richmond won by 52 pts
1997-09-00|Fri 23-May-1997 8:40 PM (9:10 PM) Att:32958 Venue: Football Park|Port Adelaide won by 51 pts
1997-09-01|Sat 24-May-1997 2:10 PM Att:23463 Venue: Waverley Park|Adelaide won by 14 pts
1997-09-02|Sat 24-May-1997 2:10 PM Att:18187 Venue: Princes Park|Carlton won by 17 pts
1997-09-03|Sat 24-May-1997 7:40 PM Att:39780 Venue: S.C.G.|Sydney won by 37 pts
1997-09-04|Sun 25-May-1997 2:10 PM Att:29307 Venue: M.C.G.|Western Bulldogs won by 32 pts
1997-09-05|Sun 25-May-1997 2:10 PM Att:52257 Venue: Waverley Park|St Kilda won by 47 pts
1997-09-06|Sun 25-May-1997 2:45 PM Att:19828 Venue: Gabba|Brisbane Lions won by 28 pts
1997-09-07|Sun 25-May-1997 2:20 PM (4:20 PM) Att:38984 Venue: Subiaco|West Coast won by 25 pts
1997-10-00|Fri 30-May-1997 8:40 PM (9:10 PM) Att:40116 Venue: Football Park|Port Adelaide won by 38 pts
1997-10-01|Sat 31-May-1997 2:10 PM Att:51494 Venue: Waverley Park|Hawthorn won by 53 pts
1997-10-02|Sat 31-May-1997 2:10 PM Att:22731 Venue: Kardinia Park|Geelong won by 28 pts
1997-10-03|Sat 31-May-1997 2:10 PM Att:13614 Venue: Princes Park|North Melbourne won by 45 pts
1997-10-04|Sat 31-May-1997 7:40 PM Att:28879 Venue: M.C.G.|Melbourne won by 25 pts
1997-10-05|Sun 01-Jun-1997 2:10 PM Att:50138 Venue: M.C.G.|Western Bulldogs won by 22 pts
1997-10-06|Sun 01-Jun-1997 2:10 PM Att:20403 Venue: Gabba|Brisbane Lions won by 3 pts
1997-10-07|Mon 02-Jun-1997 6:40 PM (8:40 PM) Att:22464 Venue: Subiaco|Adelaide won by 33 pts
1997-11-00|Fri 06-Jun-1997 7:40 PM Att:70350 Venue: M.C.G.|Richmond won by 6 pts
1997-11-01|Sat 07-Jun-1997 2:10 PM Att:60594 Venue: M.C.G.|Hawthorn won by 33 pts
1997-11-02|Sat 07-Jun-1997 2:10 PM Att:24897 Venue: Princes Park|Western Bulldogs won by 21 pts
1997-11-03|Sat 07-Jun-1997 8:40 PM (9:10 PM) Att:35669 Venue: Football Park|Sydney won by 35 pts
1997-11-04|Sun 08-Jun-1997 2:10 PM Att:27463 Venue: M.C.G.|Adelaide won by 52 pts
1997-11-05|Sun 08-Jun-1997 2:10 PM (4:10 PM) Att:29390 Venue: Subiaco|St Kilda won by 16 pts
1997-11-06|Mon 09-Jun-1997 2:10 PM Att:27904 Venue: Princes Park|Carlton won by 21 pts
1997-11-07|Mon 09-Jun-1997 2:10 PM Att:20585 Venue: M.C.G.|North Melbourne won by 26 pts
1997-12-00|Fri 13-Jun-1997 7:40 PM Att:35033 Venue: S.C.G.|Sydney won by 54 pts
1997-12-01|Sat 14-Jun-1997 2:10 PM Att:25323 Venue: Victoria Park|West Coast won by 16 pts
1997-12-02|Sat 14-Jun-1997 2:10 PM Att:14025 Venue: Princes Park|Port Adelaide won by 12 pts
1997-12-03|Sat 14-Jun-1997 2:10 PM Att:22871 Venue: Kardinia Park|Hawthorn won by 6 pts
1997-12-04|Sun 15-Jun-1997 2:10 PM Att:44883 Venue: Waverley Park|St Kilda won by 31 pts
1997-12-05|Sun 15-Jun-1997 2:10 PM Att:13392 Venue: M.C.G.|Brisbane Lions won by 85 pts
1997-12-06|Sun 15-Jun-1997 3:10 PM (3:40 PM) Att:43345 Venue: Football Park|North Melbourne won by 22 pts
1997-12-07|Sun 15-Jun-1997 2:10 PM (4:10 PM) Att:21956 Venue: Subiaco|Fremantle won by 97 pts
1997-13-00|Fri 27-Jun-1997 6:40 PM (8:40 PM) Att:37854 Venue: Subiaco|Carlton won by 7 pts
1997-13-01|Sat 28-Jun-1997 2:10 PM Att:20236 Venue: Kardinia Park|Geelong won by 56 pts
1997-13-02|Sat 28-Jun-1997 2:10 PM Att:58812 Venue: M.C.G.|Essendon won by 93 pts
1997-13-03|Sat 28-Jun-1997 2:10 PM Att:32370 Venue: Waverley Park|Western Bulldogs won by 17 pts
1997-13-04|Sat 28-Jun-1997 7:40 PM Att:19560 Venue: Gabba|Brisbane Lions won by 15 pts
1997-13-05|Sat 28-Jun-1997 8:10 PM (8:40 PM) Att:30827 Venue: Football Park|Port Adelaide won by 15 pts
1997-13-06|Sun 29-Jun-1997 2:10 PM Att:31517 Venue: Waverley Park|Hawthorn won by 63 pts
1997-13-07|Sun 29-Jun-1997 2:10 PM Att:30160 Venue: S.C.G.|Sydney won by 10 pts
1997-14-00|Fri 04-Jul-1997 8:10 PM (8:40 PM) Att:39221 Venue: Football Park|Adelaide won by 75 pts
1997-14-01|Sat 05-Jul-1997 2:10 PM Att:32183 Venue: Princes Park|Western Bulldogs won by 36 pts
1997-14-02|Sat 05-Jul-1997 2:10 PM Att:65228 Venue: M.C.G.|Geelong won by 8 pts
1997-14-03|Sat 05-Jul-1997 2:10 PM Att:32635 Venue: Waverley Park|St Kilda won by 54 pts
1997-14-04|Sat 05-Jul-1997 6:40 PM (8:40 PM) Att:19290 Venue: W.A.C.A.|Fremantle won by 15 pts
1997-14-05|Sun 06-Jul-1997 2:10 PM Att:44803 Venue: M.C.G.|Essendon won by 63 pts
1997-14-06|Sun 06-Jul-1997 2:10 PM Att:29886 Venue: Waverley Park|Hawthorn won by 32 pts
1997-14-07|Sun 06-Jul-1997 2:10 PM Att:19155 Venue: Gabba|Brisbane Lions won by 18 pts
1997-15-00|Fri 11-Jul-1997 7:40 PM Att:45120 Venue: M.C.G.|Geelong won by 10 pts
1997-15-01|Sat 12-Jul-1997 2:10 PM Att:27992 Venue: M.C.G.|Melbourne won by 19 pts
1997-15-02|Sat 12-Jul-1997 2:10 PM Att:23433 Venue: Victoria Park|Collingwood won by 100 pts
1997-15-03|Sat 12-Jul-1997 2:10 PM Att:16430 Venue: Princes Park|Brisbane Lions won by 64 pts
1997-15-04|Sat 12-Jul-1997 8:10 PM (8:40 PM) Att:39921 Venue: Football Park|Adelaide won by 10 pts
1997-15-05|Sun 13-Jul-1997 2:10 PM Att:49217 Venue: M.C.G.|Richmond won by 76 pts
1997-15-06|Sun 13-Jul-1997 2:45 PM Att:36077 Venue: S.C.G.|Sydney won by 1 pt
1997-15-07|Sun 13-Jul-1997 2:20 PM (4:20 PM) Att:29723 Venue: Subiaco|West Coast won by 18 pts
1997-16-00|Fri 18-Jul-1997 7:40 PM Att:21348 Venue: Gabba|Brisbane Lions won by 31 pts
1997-16-01|Sat 19-Jul-1997 2:10 PM Att:58512 Venue: M.C.G.|Carlton won by 78 pts
1997-16-02|Sat 19-Jul-1997 2:10 PM Att:24099 Venue: Kardinia Park|Geelong won by 32 pts
1997-16-03|Sat 19-Jul-1997 2:10 PM Att:43181 Venue: Waverley Park|St Kilda won by 79 pts
1997-16-04|Sat 19-Jul-1997 7:40 PM Att:39318 Venue: S.C.G.|Sydney won by 37 pts
1997-16-05|Sat 19-Jul-1997 8:40 PM (9:10 PM) Att:37790 Venue: Football Park|Port Adelaide won by 53 pts
1997-16-06|Sun 20-Jul-1997 2:10 PM Att:23309 Venue: M.C.G.|North Melbourne won by 56 pts
1997-16-07|Sun 20-Jul-1997 2:10 PM (4:10 PM) Att:18392 Venue: Subiaco|Fremantle won by 6 pts
1997-17-00|Fri 25-Jul-1997 7:40 PM Att:33076 Venue: M.C.G.|Port Adelaide won by 50 pts
1997-17-01|Sat 26-Jul-1997 2:10 PM Att:27689 Venue: Princes Park|North Melbourne won by 38 pts
1997-17-02|Sat 26-Jul-1997 2:10 PM Att:15939 Venue: Waverley Park|Fremantle won by 9 pts
1997-17-03|Sat 26-Jul-1997 4:40 PM Att:32534 Venue: S.C.G.|Sydney won by 97 pts
1997-17-04|Sat 26-Jul-1997 8:10 PM (8:40 PM) Att:36297 Venue: Football Park|Adelaide won by 137 pts
1997-17-05|Sun 27-Jul-1997 2:10 PM Att:37779 Venue: M.C.G.|Collingwood won by 52 pts
1997-17-06|Sun 27-Jul-1997 2:10 PM Att:34859 Venue: Waverley Park|St Kilda won by 48 pts
1997-17-07|Sun 27-Jul-1997 2:10 PM (4:10 PM) Att:34565 Venue: Subiaco|West Coast won by 47 pts
1997-18-00|Fri 01-Aug-1997 7:40 PM Att:38614 Venue: M.C.G.|North Melbourne won by 19 pts
1997-18-01|Sat 02-Aug-1997 2:10 PM Att:18373 Venue: Princes Park|Richmond won by 15 pts
1997-18-02|Sat 02-Aug-1997 2:10 PM Att:21867 Venue: Kardinia Park|Geelong won by 85 pts
1997-18-03|Sat 02-Aug-1997 2:10 PM Att:26901 Venue: M.C.G.|Sydney won by 116 pts
1997-18-04|Sat 02-Aug-1997 7:40 PM Att:19635 Venue: Gabba|Brisbane Lions won by 70 pts
1997-18-05|Sun 03-Aug-1997 2:10 PM Att:68036 Venue: M.C.G.|St Kilda won by 22 pts
1997-18-06|Sun 03-Aug-1997 2:10 PM (2:40 PM) Att:42548 Venue: Football Park|Adelaide won by 41 pts
1997-18-07|Sun 03-Aug-1997 4:10 PM (6:10 PM) Att:39711 Venue: Subiaco|West Coast won by 33 pts
1997-19-00|Fri 08-Aug-1997 7:40 PM Att:27021 Venue: M.C.G.|North Melbourne won by 57 pts
1997-19-01|Sat 09-Aug-1997 2:10 PM Att:61650 Venue: M.C.G.|Carlton won by 16 pts
1997-19-02|Sat 09-Aug-1997 2:10 PM Att:13058 Venue: Princes Park|Western Bulldogs won by 38 pts
1997-19-03|Sat 09-Aug-1997 2:10 PM Att:20517 Venue: Waverley Park|West Coast won by 21 pts
1997-19-04|Sat 09-Aug-1997 6:40 PM (8:40 PM) Att:15757 Venue: W.A.C.A.|Fremantle won by 43 pts
1997-19-05|Sun 10-Aug-1997 2:10 PM Att:53901 Venue: M.C.G.|Essendon won by 5 pts
1997-19-06|Sun 10-Aug-1997 2:45 PM Att:39287 Venue: S.C.G.|St Kilda won by 9 pts
1997-19-07|Sun 10-Aug-1997 3:10 PM (3:40 PM) Att:45498 Venue: Football Park|Adelaide won by 7 pts
1997-20-00|Fri 15-Aug-1997 6:40 PM (8:40 PM) Att:21164 Venue: W.A.C.A.|West Coast won by 38 pts
1997-20-01|Sat 16-Aug-1997 2:10 PM Att:23007 Venue: Kardinia Park|Geelong won by 28 pts
1997-20-02|Sat 16-Aug-1997 2:10 PM Att:50944 Venue: M.C.G.|Collingwood won by 10 pts
1997-20-03|Sat 16-Aug-1997 2:10 PM Att:26201 Venue: Waverley Park|St Kilda won by 13 pts
1997-20-04|Sat 16-Aug-1997 7:40 PM Att:20835 Venue: Gabba|Match drawn
1997-20-05|Sun 17-Aug-1997 2:10 PM Att:29620 Venue: M.C.G.|Richmond won by 1 pt
1997-20-06|Sun 17-Aug-1997 2:45 PM Att:34111 Venue: S.C.G.|Sydney won by 58 pts
1997-20-07|Sun 17-Aug-1997 3:10 PM (3:40 PM) Att:39632 Venue: Football Park|Western Bulldogs won by 43 pts
1997-21-00|Fri 22-Aug-1997 7:40 PM Att:32935 Venue: M.C.G.|St Kilda won by 52 pts
1997-21-01|Sat 23-Aug-1997 2:10 PM Att:27375 Venue: Princes Park|Carlton won by 35 pts
1997-21-02|Sat 23-Aug-1997 2:10 PM Att:26704 Venue: Western Oval|Western Bulldogs won by 18 pts
1997-21-03|Sat 23-Aug-1997 2:10 PM Att:26393 Venue: M.C.G.|North Melbourne won by 38 pts
1997-21-04|Sat 23-Aug-1997 7:40 PM Att:21065 Venue: Gabba|Essendon won by 4 pts
1997-21-05|Sun 24-Aug-1997 2:10 PM Att:22516 Venue: M.C.G.|Richmond won by 85 pts
1997-21-06|Sun 24-Aug-1997 2:10 PM (4:10 PM) Att:28751 Venue: Subiaco|Geelong won by 32 pts
1997-21-07|Mon 25-Aug-1997 8:10 PM (8:40 PM) Att:37661 Venue: Football Park|Adelaide won by 9 pts
1997-22-00|Fri 29-Aug-1997 6:40 PM (8:40 PM) Att:29402 Venue: W.A.C.A.|West Coast won by 39 pts
1997-22-01|Sat 30-Aug-1997 2:10 PM Att:34922 Venue: Princes Park|Richmond won by 2 pts
1997-22-02|Sat 30-Aug-1997 2:10 PM Att:35706 Venue: Waverley Park|Western Bulldogs won by 18 pts
1997-22-03|Sat 30-Aug-1997 2:10 PM Att:15036 Venue: M.C.G.|Melbourne won by 40 pts
1997-22-04|Sat 30-Aug-1997 7:40 PM Att:46168 Venue: S.C.G.|Geelong won by 10 pts
1997-22-05|Sun 31-Aug-1997 2:10 PM Att:25636 Venue: Princes Park|Essendon won by 4 pts
1997-22-06|Sun 31-Aug-1997 2:10 PM Att:43660 Venue: M.C.G.|Collingwood won by 11 pts
1997-22-07|Sun 31-Aug-1997 5:40 PM (6:10 PM) Att:38589 Venue: Football Park|St Kilda won by 33 pts
1997-23-QualifyingFinal|Sat 06-Sep-1997 2:30 PM Att:62432 Venue: M.C.G.|Western Bulldogs won by 35 pts
1997-24-QualifyingFinal|Sun 07-Sep-1997 2:30 PM Att:50035 Venue: Waverley Park|St Kilda won by 46 pts
1997-25-QualifyingFinal|Sun 07-Sep-1997 2:30 PM (3:00 PM) Att:43831 Venue: Football Park|Adelaide won by 33 pts
1997-26-QualifyingFinal|Sun 07-Sep-1997 7:00 PM Att:55561 Venue: M.C.G.|North Melbourne won by 18 pts
1997-27-SemiFinal|Sat 13-Sep-1997 2:30 PM Att:55781 Venue: M.C.G.|North Melbourne won by 13 pts
1997-28-SemiFinal|Sat 13-Sep-1997 7:45 PM (8:15 PM) Att:46319 Venue: Football Park|Adelaide won by 8 pts
1997-29-PreliminaryFinal|Fri 19-Sep-1997 7:45 PM Att:77531 Venue: M.C.G.|St Kilda won by 31 pts
1997-30-PreliminaryFinal|Sat 20-Sep-1997 2:30 PM Att:70088 Venue: M.C.G.|Adelaide won by 2 pts
1997-31-GrandFinal|Sat 27-Sep-1997 2:45 PM Att:99645 Venue: M.C.G.|Adelaide won by 31 pts
